component_name,instance_name,expected_color,material_or_role,r,g,b,a,source_path,notes
curved_barcode_stripe_3,input_box_2_demo_tube_05_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_2; 4x6 slot row 4 col 5
curved_barcode_stripe_4,input_box_2_demo_tube_05_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_2; 4x6 slot row 4 col 5
curved_barcode_stripe_5,input_box_2_demo_tube_05_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_2; 4x6 slot row 4 col 5
curved_barcode_stripe_6,input_box_2_demo_tube_05_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_2; 4x6 slot row 4 col 5
curved_barcode_stripe_7,input_box_2_demo_tube_05_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_2; 4x6 slot row 4 col 5
tube_body_13mm_od,input_box_3_demo_tube_01_purple75,light_gray_body,tube_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 1 col 1
tube_cap,input_box_3_demo_tube_01_purple75,purple_cap,purple,0.45,0.16,0.75,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 1 col 1
curved_white_label_220deg,input_box_3_demo_tube_01_purple75,white_label,tube_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 1 col 1
curved_barcode_stripe_1,input_box_3_demo_tube_01_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 1 col 1
curved_barcode_stripe_2,input_box_3_demo_tube_01_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 1 col 1
curved_barcode_stripe_3,input_box_3_demo_tube_01_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 1 col 1
curved_barcode_stripe_4,input_box_3_demo_tube_01_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 1 col 1
curved_barcode_stripe_5,input_box_3_demo_tube_01_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 1 col 1
curved_barcode_stripe_6,input_box_3_demo_tube_01_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 1 col 1
curved_barcode_stripe_7,input_box_3_demo_tube_01_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 1 col 1
tube_body_13mm_od,input_box_3_demo_tube_02_yellow100,light_gray_body,tube_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,demo tube in input_box_3; 4x6 slot row 1 col 4
tube_cap,input_box_3_demo_tube_02_yellow100,yellow_cap,yellow,1.0,0.82,0.05,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,demo tube in input_box_3; 4x6 slot row 1 col 4
curved_white_label_220deg,input_box_3_demo_tube_02_yellow100,white_label,tube_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,demo tube in input_box_3; 4x6 slot row 1 col 4
curved_barcode_stripe_1,input_box_3_demo_tube_02_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,demo tube in input_box_3; 4x6 slot row 1 col 4
curved_barcode_stripe_2,input_box_3_demo_tube_02_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,demo tube in input_box_3; 4x6 slot row 1 col 4
curved_barcode_stripe_3,input_box_3_demo_tube_02_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,demo tube in input_box_3; 4x6 slot row 1 col 4
curved_barcode_stripe_4,input_box_3_demo_tube_02_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,demo tube in input_box_3; 4x6 slot row 1 col 4
curved_barcode_stripe_5,input_box_3_demo_tube_02_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,demo tube in input_box_3; 4x6 slot row 1 col 4
curved_barcode_stripe_6,input_box_3_demo_tube_02_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,demo tube in input_box_3; 4x6 slot row 1 col 4
curved_barcode_stripe_7,input_box_3_demo_tube_02_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,demo tube in input_box_3; 4x6 slot row 1 col 4
tube_body_13mm_od,input_box_3_demo_tube_03_blue75,light_gray_body,tube_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 2 col 6
tube_cap,input_box_3_demo_tube_03_blue75,blue_cap,blue,0.08,0.34,0.95,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 2 col 6
curved_white_label_220deg,input_box_3_demo_tube_03_blue75,white_label,tube_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 2 col 6
curved_barcode_stripe_1,input_box_3_demo_tube_03_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 2 col 6
curved_barcode_stripe_2,input_box_3_demo_tube_03_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 2 col 6
curved_barcode_stripe_3,input_box_3_demo_tube_03_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 2 col 6
curved_barcode_stripe_4,input_box_3_demo_tube_03_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 2 col 6
curved_barcode_stripe_5,input_box_3_demo_tube_03_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 2 col 6
curved_barcode_stripe_6,input_box_3_demo_tube_03_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 2 col 6
curved_barcode_stripe_7,input_box_3_demo_tube_03_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 2 col 6
tube_body_13mm_od,input_box_3_demo_tube_04_red75,light_gray_body,tube_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 3 col 3
tube_cap,input_box_3_demo_tube_04_red75,red_cap,red,0.86,0.05,0.05,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 3 col 3
curved_white_label_220deg,input_box_3_demo_tube_04_red75,white_label,tube_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 3 col 3
curved_barcode_stripe_1,input_box_3_demo_tube_04_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 3 col 3
curved_barcode_stripe_2,input_box_3_demo_tube_04_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 3 col 3
curved_barcode_stripe_3,input_box_3_demo_tube_04_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 3 col 3
curved_barcode_stripe_4,input_box_3_demo_tube_04_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 3 col 3
curved_barcode_stripe_5,input_box_3_demo_tube_04_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 3 col 3
curved_barcode_stripe_6,input_box_3_demo_tube_04_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 3 col 3
curved_barcode_stripe_7,input_box_3_demo_tube_04_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 3 col 3
tube_body_13mm_od,input_box_3_demo_tube_05_purple75,light_gray_body,tube_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 4 col 5
tube_cap,input_box_3_demo_tube_05_purple75,purple_cap,purple,0.45,0.16,0.75,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 4 col 5
curved_white_label_220deg,input_box_3_demo_tube_05_purple75,white_label,tube_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 4 col 5
curved_barcode_stripe_1,input_box_3_demo_tube_05_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 4 col 5
curved_barcode_stripe_2,input_box_3_demo_tube_05_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 4 col 5
curved_barcode_stripe_3,input_box_3_demo_tube_05_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 4 col 5
curved_barcode_stripe_4,input_box_3_demo_tube_05_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 4 col 5
curved_barcode_stripe_5,input_box_3_demo_tube_05_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 4 col 5
curved_barcode_stripe_6,input_box_3_demo_tube_05_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 4 col 5
curved_barcode_stripe_7,input_box_3_demo_tube_05_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_3; 4x6 slot row 4 col 5
tube_body_13mm_od,input_box_4_demo_tube_01_purple75,light_gray_body,tube_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 1 col 1
tube_cap,input_box_4_demo_tube_01_purple75,purple_cap,purple,0.45,0.16,0.75,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 1 col 1
curved_white_label_220deg,input_box_4_demo_tube_01_purple75,white_label,tube_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 1 col 1
curved_barcode_stripe_1,input_box_4_demo_tube_01_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 1 col 1
curved_barcode_stripe_2,input_box_4_demo_tube_01_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 1 col 1
curved_barcode_stripe_3,input_box_4_demo_tube_01_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 1 col 1
curved_barcode_stripe_4,input_box_4_demo_tube_01_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 1 col 1
curved_barcode_stripe_5,input_box_4_demo_tube_01_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 1 col 1
curved_barcode_stripe_6,input_box_4_demo_tube_01_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 1 col 1
curved_barcode_stripe_7,input_box_4_demo_tube_01_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 1 col 1
tube_body_13mm_od,input_box_4_demo_tube_02_yellow100,light_gray_body,tube_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,demo tube in input_box_4; 4x6 slot row 1 col 4
tube_cap,input_box_4_demo_tube_02_yellow100,yellow_cap,yellow,1.0,0.82,0.05,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,demo tube in input_box_4; 4x6 slot row 1 col 4
curved_white_label_220deg,input_box_4_demo_tube_02_yellow100,white_label,tube_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,demo tube in input_box_4; 4x6 slot row 1 col 4
curved_barcode_stripe_1,input_box_4_demo_tube_02_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,demo tube in input_box_4; 4x6 slot row 1 col 4
curved_barcode_stripe_2,input_box_4_demo_tube_02_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,demo tube in input_box_4; 4x6 slot row 1 col 4
curved_barcode_stripe_3,input_box_4_demo_tube_02_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,demo tube in input_box_4; 4x6 slot row 1 col 4
curved_barcode_stripe_4,input_box_4_demo_tube_02_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,demo tube in input_box_4; 4x6 slot row 1 col 4
curved_barcode_stripe_5,input_box_4_demo_tube_02_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,demo tube in input_box_4; 4x6 slot row 1 col 4
curved_barcode_stripe_6,input_box_4_demo_tube_02_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,demo tube in input_box_4; 4x6 slot row 1 col 4
curved_barcode_stripe_7,input_box_4_demo_tube_02_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,demo tube in input_box_4; 4x6 slot row 1 col 4
tube_body_13mm_od,input_box_4_demo_tube_03_blue75,light_gray_body,tube_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 2 col 6
tube_cap,input_box_4_demo_tube_03_blue75,blue_cap,blue,0.08,0.34,0.95,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 2 col 6
curved_white_label_220deg,input_box_4_demo_tube_03_blue75,white_label,tube_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 2 col 6
curved_barcode_stripe_1,input_box_4_demo_tube_03_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 2 col 6
curved_barcode_stripe_2,input_box_4_demo_tube_03_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 2 col 6
curved_barcode_stripe_3,input_box_4_demo_tube_03_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 2 col 6
curved_barcode_stripe_4,input_box_4_demo_tube_03_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 2 col 6
curved_barcode_stripe_5,input_box_4_demo_tube_03_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 2 col 6
curved_barcode_stripe_6,input_box_4_demo_tube_03_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 2 col 6
curved_barcode_stripe_7,input_box_4_demo_tube_03_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 2 col 6
tube_body_13mm_od,input_box_4_demo_tube_04_red75,light_gray_body,tube_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 3 col 3
tube_cap,input_box_4_demo_tube_04_red75,red_cap,red,0.86,0.05,0.05,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 3 col 3
curved_white_label_220deg,input_box_4_demo_tube_04_red75,white_label,tube_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 3 col 3
curved_barcode_stripe_1,input_box_4_demo_tube_04_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 3 col 3
curved_barcode_stripe_2,input_box_4_demo_tube_04_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 3 col 3
curved_barcode_stripe_3,input_box_4_demo_tube_04_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 3 col 3
curved_barcode_stripe_4,input_box_4_demo_tube_04_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 3 col 3
curved_barcode_stripe_5,input_box_4_demo_tube_04_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 3 col 3
curved_barcode_stripe_6,input_box_4_demo_tube_04_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 3 col 3
curved_barcode_stripe_7,input_box_4_demo_tube_04_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 3 col 3
tube_body_13mm_od,input_box_4_demo_tube_05_purple75,light_gray_body,tube_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 4 col 5
tube_cap,input_box_4_demo_tube_05_purple75,purple_cap,purple,0.45,0.16,0.75,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 4 col 5
curved_white_label_220deg,input_box_4_demo_tube_05_purple75,white_label,tube_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 4 col 5
curved_barcode_stripe_1,input_box_4_demo_tube_05_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 4 col 5
curved_barcode_stripe_2,input_box_4_demo_tube_05_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 4 col 5
curved_barcode_stripe_3,input_box_4_demo_tube_05_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 4 col 5
curved_barcode_stripe_4,input_box_4_demo_tube_05_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 4 col 5
curved_barcode_stripe_5,input_box_4_demo_tube_05_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 4 col 5
curved_barcode_stripe_6,input_box_4_demo_tube_05_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 4 col 5
curved_barcode_stripe_7,input_box_4_demo_tube_05_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo tube in input_box_4; 4x6 slot row 4 col 5
tube_body_13mm_od,scan_station_demo_tube_yellow100,light_gray_body,tube_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,scan tube in v7 holder
tube_cap,scan_station_demo_tube_yellow100,yellow_cap,yellow,1.0,0.82,0.05,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,scan tube in v7 holder
curved_white_label_220deg,scan_station_demo_tube_yellow100,white_label,tube_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,scan tube in v7 holder
curved_barcode_stripe_1,scan_station_demo_tube_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,scan tube in v7 holder
curved_barcode_stripe_2,scan_station_demo_tube_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,scan tube in v7 holder
curved_barcode_stripe_3,scan_station_demo_tube_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,scan tube in v7 holder
curved_barcode_stripe_4,scan_station_demo_tube_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,scan tube in v7 holder
curved_barcode_stripe_5,scan_station_demo_tube_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,scan tube in v7 holder
curved_barcode_stripe_6,scan_station_demo_tube_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,scan tube in v7 holder
curved_barcode_stripe_7,scan_station_demo_tube_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,scan tube in v7 holder
tube_body_13mm_od,category_A_classified_tube_01_purple75,light_gray_body,tube_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo classified tube in Category A 4x6 output box
tube_cap,category_A_classified_tube_01_purple75,purple_cap,purple,0.45,0.16,0.75,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo classified tube in Category A 4x6 output box
curved_white_label_220deg,category_A_classified_tube_01_purple75,white_label,tube_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo classified tube in Category A 4x6 output box
curved_barcode_stripe_1,category_A_classified_tube_01_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,demo classified tube in Category A 4x6 output box
